"id","inoc","n_trt","p_trt","ind","block","machine","date_only","A","Ci","Ca","gsw","Tleaf","Vcmax","Jmax","Rd","TPU","Ci_Ca","iwue","l","tla_cm2","chl_area_cm2","focal_area_cm2","pfraction_area_cm2"
"NI_0N_15P_B2_014","NI",0,15,"014","B2","gibson","2026-04-24",11.4746371743005,287.904102406757,404.655066666667,0.178411431197352,24.9400066666667,"73.738637248511","132.743032113643","6.53104954259483","8.41962181924584",0.711480285613023,64.3155940025373,0.489759105743576,52.7675,5.98,7.385,6.6825
"NI_0N_15P_B3_015","NI",0,15,"015","B3","ozzie","2026-04-22",10.2232612898734,287.284156334283,406.171933333333,0.156176392503647,25.0205733333333,"44.3331470721784","76.905185053874","0.925430336803705","4.95501288617207",0.707296917284822,65.4597095373088,0.239924980587598,140.598,16.675,18.357,17.516
"NI_0N_31P_B4_016","NI",0,31,"016","B4","ozzie","2026-04-22",5.27428032100956,281.235706252201,414.448333333333,0.0699021160711827,25.0052266666667,"23.0852008913541","51.3147105684492","0.506226784572704",NA,0.678578446655274,75.4523699345333,0.24769609171554,15.008,2.123,3.129,2.626
"NI_0N_31P_B1_017","NI",0,31,"017","B1","gibson","2026-04-23",3.2214226350918,297.387179349928,415.562466666667,0.0490581392153329,24.9857666666667,"20.2505060304901","39.3144739543602","2.01536436150857",NA,0.71562569578371,65.6654061205191,0.476847370336484,18.11,4.614,5.646,5.13
"NI_0N_31P_B2_018","NI",0,31,"018","B2","ozzie","2026-04-22",13.7760876350635,276.886297392564,404.62975,0.195486119937978,24.9880375,"62.4118805051023","115.712668534344","1.3292573717424","7.84410777268523",0.684295451317072,70.4709246847511,0.273995943258252,64.868,3.505,5.107,4.306
"NI_0N_31P_B3_019","NI",0,31,"019","B3","gibson","2026-04-24",3.10947650835645,168.084833565013,417.497466666667,0.0208312304235561,25.0321533333333,"10.3267712454102","24.2525607289142","-2.3902220675026",NA,0.402600846675827,149.269939659457,0.00678274700668713,15.0295,1.593,2,1.7965
"NI_0N_31P_B4_020","NI",0,31,"020","B4","ozzie","2026-04-24",1.37424709593897,256.3635872303,418.2131875,0.0146717685476521,24.9856875,"21.5518756351501","55.1711702543847","2.60705616554144",NA,0.612997377636017,93.6660833679039,0.790302082661873,100.037,10.869,15.429,13.149
"NI_0N_62P_B1_021","NI",0,62,"021","B1","stan","2026-04-22",2.31855143535073,260.972308330274,417.646516129032,0.0254060495855938,24.9981161290323,"24.1396310658479","41.5831281686315","2.89465616895054",NA,0.624864085421094,91.2598169793954,0.683881513399842,17.8435,2.156,2.773,2.4645
"NI_0N_62P_B2_022","NI",0,62,"022","B2","ozzie","2026-04-24",0.710035206573414,366.052797826174,419.1128,0.0289646778252345,25.0108933333333,"3.45236887558073","9.12641046568476","0.170897434578225",NA,0.873399232440943,24.5138306339047,0.32253655274937,19.6785,2.105,2.534,2.3195
"NI_0N_62P_B3_023","NI",0,62,"023","B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NI_0N_62P_B4_024","NI",0,62,"024","B4","stan","2026-04-23",2.74773547964331,254.722480003823,417.191806451613,0.0288967919091232,25.0210677419355,"8.96698790558349","24.8792947404795","-0.700579077611032","1.77277672281437",0.610564435985314,95.0879076225693,-0.0100382300915083,32.292,8.637,11.311,9.974
"NI_0N_62P_B1_025","NI",0,62,"025","B1","stan","2026-04-23",2.73271225421699,313.133306885949,416.911935483871,0.0473360841191324,25.019335483871,"8.14406033479694","22.4577411033806","-0.468412550989469","1.67439884419943",0.75107781820284,57.7300024932242,-0.105894364809342,74.6145,12.225,14.038,13.1315
"NI_0N_93P_B2_026","NI",0,93,"026","B2","gibson","2026-04-24",1.92534573210784,278.774802061551,417.788,0.0243538600918248,24.9692333333333,"5.04912030029761","13.2537276073035","-5.36711291589702",NA,0.667263784650471,79.0571073681311,-0.252694031757155,16.065,3.146,3.404,3.275
"NI_0N_93P_B3_027","NI",0,93,"027","B3","gibson","2026-04-24",0.635018874789308,314.991019733768,419.4081875,0.0110524247106149,25.02099375,"2.38481421604155","7.25731468633752","-4.7973974618544",NA,0.751036887504175,57.4551640401067,0.122313386681214,20.639,1.8,2.266,2.033
"NI_0N_93P_B4_028","NI",0,93,"028","B4","albert","2026-04-23",2.1591997936262,242.040403694352,417.5078,0.0210765032517856,25.0099433333333,"20.3210662500349","38.7759091751852","1.82021695851172",NA,0.579726663057198,102.44582641778,0.650020353218078,28.982,4.773,5.415,5.094
"NI_0N_93P_B1_029","NI",0,93,"029","B1","albert","2026-04-24",6.46942680924429,295.335287480048,415.737533333333,0.0961495064852727,24.98112,"35.3075338471294","64.6919181001415","2.23733650793783",NA,0.710388800145334,67.2850755633906,0.39760077110269,16.678,0.827,0.885,0.856
"NI_0N_93P_B2_030","NI",0,93,"030","B2","albert","2026-04-24",0.780041169745791,337.125040211664,419.503161290323,0.0179109035691431,25.0078032258065,"10.4114856152986","29.575270422781","2.1959676441849",NA,0.803629319919122,43.5511902978276,0.753259144288862,NA,0.706,0.813,0.7595
"NI_210N_0P_B3_031","NI",210,0,"031","B3","gibson","2026-04-22",16.521319857868,324.632998846693,396.6146,0.461100662858763,25.0140533333333,"64.2220748100976","112.341297593815","1.13349130621025","7.13710755846988",0.818509956130443,35.8301802375169,0.152436019042024,605.6465,47.928,56.123,52.0255
"NI_210N_0P_B4_032","NI",210,0,"032","B4","albert","2026-04-23",20.5394396492336,311.806882263242,394.632580645161,0.48678396547891,24.9414967741935,"82.4850466744248","143.922716269503","1.04221703041471","8.29583287803583",0.790119461889049,42.1941582012184,0.183442839904174,468.077,27.553,35.505,31.529
"NI_210N_0P_B1_033","NI",210,0,"033","B1","albert","2026-04-22",12.09518952,310.470492,403.3717667,0.246069365,25.00306,"48.9213599177475","80.3895474631151","1.08194927727172",NA,0.769688207332831,49.1535771630898,0.186013911162994,609.6145,43.521,52.962,48.2415
"NI_210N_0P_B2_034","NI",210,0,"034","B2","albert","2026-04-24",16.7953807627334,303.122946372375,397.7783,0.337027455092515,25.0306866666667,"71.6129575808124","122.28282299246","1.59091022065887","7.18338301697267",0.762039926190983,49.833865190962,0.226467648463649,630.1495,43.689,50.504,47.0965
"NI_210N_0P_B3_035","NI",210,0,"035","B3","stan","2026-04-22",21.0160941729028,301.053697401878,391.522566666667,0.446324315774349,25.0206066666667,"81.6279723388855","143.824349929472","-0.0494439214288882","9.18218684857162",0.768930639081624,47.0870473109694,0.151387361636991,511.7875,26.692,38.753,32.7225
"NI_210N_7.5P_B4_036","NI",210,7.5,"036","B4","albert","2021-07-22",18.11010342,294.3555396,395.4602333,0.337727092,24.99035333,"81.6910276550839","142.120883356085","2.61777771576174","9.10168060025391",0.744336635680632,53.6234843131862,0.270723713251659,244.606,20.702,24.882,22.792
"NI_210N_7.5P_B1_037","NI",210,7.5,"037","B1","albert","2026-04-23",17.9448320301494,289.29719444155,395.7716,0.314995609422611,25.0105633333333,"74.7456832894429","121.307648123692","0.535840879754981","7.31097385259524",0.73097007072147,56.9685147772136,0.209199065320075,1047.6245,149.121,166.662,157.8915
"NI_210N_7.5P_B2_038","NI",210,7.5,"038","B2","gibson","2026-04-23",13.1722020946967,339.399022595211,400.4704,0.451149711062171,25.0111866666667,"48.262018053465","81.3879755037395","0.480646722569175","5.91438170271868",0.847500895434997,29.1969644925285,0.100948982225307,945.845,155.631,189.139,172.385
"NI_210N_7.5P_B3_039","NI",210,7.5,"039","B3","stan","2026-04-23",18.1660933802506,317.20094753149,394.7998,0.461307773648226,24.9687933333333,"65.3649139073685","112.680432771291","-0.697903083160472","7.41550439553573",0.80344758921228,39.3795518262895,0.087030038600541,640.2445,49.781,54.822,52.3015
"NI_210N_7.5P_B4_040","NI",210,7.5,"040","B4","gibson","2026-04-24",14.0847908701852,312.589869701056,400.7274375,0.305670052095192,24.9897125,"61.6950057967068","107.647828984552","2.48135595788185","6.5043520429018",0.780056069160615,46.0784128953492,0.249020815666633,557.2525,37.507,44.148,40.8275
"NI_210N_15P_B1_041","NI",210,15,"041","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NI_210N_15P_B2_042","NI",210,15,"042","B2","stan","2026-04-23",11.723352468866,325.843924416962,403.619966666667,0.291651985277801,25.0001833333333,"39.902227395131","67.4442446892103","-0.779323471238304","4.744587537288",0.807303779116714,40.1963746541941,0.0328883728357705,417.9145,31.528,40.755,36.1415
"NI_210N_15P_B3_043","NI",210,15,"043","B3","albert","2026-04-24",16.1979936940571,330.090176972881,397.675866666667,0.487331443517443,24.98877,"60.3440572538741","105.241466335628","0.00783780032268243","6.36122565061419",0.830048299736437,33.2381460493167,0.117067040649508,595.5245,32.913,44.79,38.8515
"NI_210N_15P_B4_044","NI",210,15,"044","B4","albert","2026-04-24",11.0543803660303,267.1461596225,405.971451612903,0.141655778394361,24.9864225806452,"57.9677892432316","97.5358422664886","2.3257712026071","5.89407529509366",0.658041738060996,78.036918022896,0.372833734668788,599.647,47.247,66.951,57.099
"NI_210N_15P_B1_045","NI",210,15,"045","B1","gibson","2026-04-24",13.5396120538733,319.343862006967,399.669866666667,0.328383846971141,24.9449933333333,"53.9607095696876","93.7090199536846","1.5483869581083","5.43424119032917",0.799019112124624,41.2310537767198,0.176999828780345,683.0015,50.156,52.925,51.5405
"NI_210N_31P_B2_046","NI",210,31,"046","B2","stan","2026-04-23",17.7260577313315,329.073219041239,394.769633333333,0.554105828358556,25.0093166666667,"65.0943127727135","115.310391074538","0.168620399412952","6.26787695607876",0.833582908246082,31.990383107577,0.103091926124226,802.5205,51.388,41.579,46.4835
"NI_210N_31P_B3_047","NI",210,31,"047","B3","albert","2026-04-24",16.7133934353449,321.52549808487,397.328233333333,0.438606842231095,24.9994333333333,"66.0075518416119","115.005364080234","0.999951569023252","6.71987074511347",0.809218855120045,38.1056377286035,0.166564796595133,578.663,39.415,43.447,41.431
"NI_210N_31P_B4_048","NI",210,31,"048","B4","gibson","2026-04-24",10.1120559751201,340.795671773796,404.935125,0.324835716184375,25.00328125,"44.8180906185477","80.3598989477521","2.49889345812353","5.23133726391545",0.841605607253251,31.1297541227903,0.25716020136242,575.3625,21.286,26.049,23.6675
"NI_210N_31P_B1_049","NI",210,31,"049","B1","ozzie","2026-04-23",19.9328585880032,322.561114823964,396.6841875,0.540551027941719,25.00125,"75.1201331081192","130.486569424216","0.600468073527048","7.4158253134704",0.813143364389749,36.8750729489915,0.126495479654829,762.7665,49.117,55.374,52.2455
"NI_210N_31P_B2_050","NI",210,31,"050","B2","gibson","2026-04-22",18.110552159339,282.919761826057,395.665875,0.298097382274529,25.01125,"86.4075558982944","148.173181070143","3.30591354562068","8.50621976438417",0.715047164039753,60.753811459707,0.309580288834173,587.2785,43.639,47.64,45.6395
"NI_210N_62P_B3_051","NI",210,62,"051","B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NI_210N_62P_B4_052","NI",210,62,"052","B4","gibson","2026-04-24",13.1610371205464,265.001419359972,402.545666666667,0.171429443443301,24.9655133333333,"72.6590852150678","120.849197796407","3.19063009643735","8.09528093368453",0.658313928837818,76.7723260146925,0.405094896712075,525.8795,47.127,53.326,50.2265
"NI_210N_62P_B1_053","NI",210,62,"053","B1","ozzie","2026-04-24",10.6300287935001,303.058540004183,405.40375,0.19339540210771,24.9145,"42.5881378264098","72.0068914995412","0.321865443023286","5.0183697288806",0.747547451162411,54.9652612091564,0.182925306817354,394.701,10.286,12.688,11.487
"NI_210N_62P_B2_054","NI",210,62,"054","B2","stan","2026-04-22",13.9667306445342,316.337969624548,400.689533333333,0.316751291858178,25.0133066666667,"54.1437043509438","96.9131322436648","0.561872777718842",NA,0.78948398525146,44.0936817103424,0.150158630631877,373.88,22.14,31.9,27.02
"NI_210N_62P_B3_055","NI",210,62,"055","B3","gibson","2026-04-22",16.8492505066811,301.305653930383,397.003733333333,0.334701420461849,25.0134466666667,"72.1616885352115","123.676453404863","1.89543759649537","8.40258473141026",0.75894917007594,50.3411383298916,0.230747501190612,346.733,29.866,33.716,31.791
"NI_210N_93P_B4_056","NI",210,93,"056","B4","gibson","2026-04-22",10.8764983017166,332.626099746677,404.3592,0.302575005732774,25.00742,"40.9094364798022","70.5186256263215","0.78970301752321",NA,0.822600548588179,35.9464532616497,0.124429614610331,510.5935,39.974,48.515,44.2445
"NI_210N_93P_B1_057","NI",210,93,"057","B1","stan","2026-04-22",17.3866574107829,307.042646570213,396.11464516129,0.372986090710149,25.0679096774194,"72.1901910763165","130.959769947436","1.21191207985759",NA,0.775135810606525,46.6147608284254,0.203718145459482,398.964,26.357,30.359,28.358
"NI_210N_93P_B2_058","NI",210,93,"058","B2","gibson","2026-04-22",14.659438312081,315.71881115684,399.587625,0.339308512559989,25.0063125,"61.3470091687669","107.107645777929","1.91218663973216",NA,0.790111583552769,43.2038624715884,0.213102352857917,277.253,21.413,23.589,22.501
"NI_210N_93P_B3_059","NI",210,93,"059","B3","albert","2026-04-24",18.5780796722069,292.276693211153,395.795766666667,0.33670554302651,25.0085466666667,"75.6353888646372","125.727375286263","0.419523024459486","8.19355157468956",0.738453308060022,55.1760434509512,0.191029032521017,596.393,59.438,68.684,64.061
"NI_210N_93P_B4_060","NI",210,93,"060","B4","gibson","2026-04-24",10.0553933706267,298.717541034337,406.461375,0.170775332808942,24.98023125,"47.9946911121245","81.2616676874986","2.207305465885","5.68753060741907",0.734922330650329,58.88083018334,0.311241653422188,398.149,25.813,25.813,25.813
"YI_0N_0P_B2_061","YI",0,0,"061","B2","ozzie","2026-04-24",12.6769231945062,353.367840800605,400.1558,0.618431848951036,25.0243733333333,"46.1691323594528","75.1711209649583","0.837945915165502","3.74184630151396",0.883075644038159,20.4984966670271,0.0947580753310472,282.5145,21.477,29.766,25.6215
"YI_0N_0P_B3_062","YI",0,0,"062","B3","gibson","2026-04-23",13.9278718261458,315.244613749765,400.562533333333,0.315575438637418,25.0484066666667,"62.4400587410002","108.77288260005","2.60708570741773","6.56777150978583",0.787004743370318,44.1348410582367,0.263452528162177,470.1995,82.924,106.049,94.4865
"YI_0N_0P_B4_063","YI",0,0,"063","B4","albert","2026-04-23",2.62400994948155,316.069970106142,416.76435483871,0.0476353147000817,25.0014032258064,"13.4226287416123","26.5193694278966","1.08872058964206",NA,0.758390122467318,55.0853912901105,0.356447282524998,61.116,14.611,18.033,16.322
"YI_0N_0P_B1_064","YI",0,0,"064","B1","gibson","2026-04-24",16.4156003978019,332.140381983694,396.523625,0.529284834688445,24.86565625,"56.0878439277549","82.4289861629621","0.125757740634233",NA,0.837630751468325,31.0146811734455,0.0449286586434358,48.0765,9.322,11.029,10.1755
"YI_0N_0P_B2_065","YI",0,0,"065","B2","albert","2021-07-22",12.81487477,322.3545218,401.9725667,0.314851208,24.94201333,"53.9470763232506","94.7987627393735","2.07660292995664","5.56722719528609",0.801931645351757,40.7013676441095,0.22100588858461,296.4265,23.567,28.644,26.1055
"YI_0N_7.5P_B3_066","YI",0,7.5,"066","B3","ozzie","2026-04-24",1.03959896866823,330.41877680137,418.872875,0.0221299112816755,25.01248125,"4.95774406230713","12.8272687978855","0.297270165557235","0.934919855490356",0.788828297371535,46.9770960866463,0.30920435765994,18.4055,1.194,1.683,1.4385
"YI_0N_7.5P_B4_067","YI",0,7.5,"067","B4","albert","2026-04-24",15.397054811556,302.079736532771,399.72,0.296772792140726,25.0073666666667,"65.0451538736509","110.696997269206","1.48412607998749","7.38599134286942",0.755728351177751,51.8816253353,0.220445155366756,103.703,6.929,9.873,8.401
"YI_0N_7.5P_B1_068","YI",0,7.5,"068","B1","ozzie","2026-04-23",14.7857534532997,278.272988636516,403.584866666667,0.213648534153937,25.0176733333333,"65.5837719770454","110.662296681558","1.08076368675138","6.57257136642675",0.689503030514647,69.2059672295543,0.257047553869949,245.3195,60.857,73.636,67.2465
"YI_0N_7.5P_B2_069","YI",0,7.5,"069","B2","albert","2021-07-22",11.44179469,269.7079498,404.7252903,0.151440979,25.01649677,"67.1568441139115","113.538753738748","4.18662579536086","7.16832629466574",0.666397569571402,75.5528309811045,0.438584097199417,73.019,9.809,12.117,10.963
"YI_0N_7.5P_B3_070","YI",0,7.5,"070","B3","ozzie","2026-04-22",12.9661412847109,269.870823296821,402.787666666667,0.174889986438846,25.01188,"61.8666507267026","104.890959340742","1.60573395971469","6.61343180204843",0.67000766316948,74.138843216417,0.309593167899417,63.7885,10.899,12.42,11.6595
"YI_0N_15P_B4_071","YI",0,15,"071","B4","gibson","2026-04-23",12.0775319294119,330.62222156514,402.4976875,0.336709959888088,25.03825625,"54.059433406957","96.9092276110728","2.5622982027905","6.3351642127875",0.82142638786003,35.8692446562201,0.262774947022378,223.6215,13.952,19.289,16.6205
"YI_0N_15P_B1_072","YI",0,15,"072","B1","gibson","2026-04-22",12.1737523886546,303.883428110953,403.2786875,0.229718586398951,24.999525,"54.4922082139982","95.2340723975393","2.32538300544017","6.10000183490538",0.753532079750564,52.994198595287,0.264651071359359,102.1085,16.303,19.916,18.1095
"YI_0N_15P_B2_073","YI",0,15,"073","B2","gibson","2026-04-23",13.2656505864418,282.394461338869,402.264333333333,0.201242860886648,25.00038,"61.9043147866779","103.562426931683","2.07412306305678","6.31414356902911",0.702012179401611,65.9186145933089,0.294600600804738,377.8345,70.944,94.739,82.8415
"YI_0N_15P_B3_074","YI",0,15,"074","B3","albert","2026-04-23",15.3292564322093,316.761203160385,398.587064516129,0.365518212826561,24.9664967741935,"60.2440543006086","102.061986088121","0.883370666260306","6.26496553222152",0.794710193480369,41.9384202873716,0.16423914231405,288.0725,18.47,27.925,23.1975
"YI_0N_15P_B4_075","YI",0,15,"075","B4","ozzie","2026-04-24",15.3224299417845,307.160575538386,398.9055,0.318705482857395,24.99615625,"61.9703306517776","105.399930412242","1.1211558513221","6.45003803125504",0.770008374260033,48.0770829682919,0.186322125362063,112.3215,12.158,17.743,14.9505
"YI_0N_31P_B1_076","YI",0,31,"076","B1","albert","2026-04-22",13.97788631,298.8405949,401.0065806,0.255331359,24.99532581,"63.2785951556028","107.88003663029","2.25504734669726","7.04744250904093",0.745226161757406,54.744103367264,0.273107814111527,126.9855,12.104,16.513,14.3085
"YI_0N_31P_B2_077","YI",0,31,"077","B2","gibson","2026-04-24",13.3743655143903,302.101113183984,401.7794375,0.250899415445472,24.97474375,"60.0849671389359","103.332135622537","2.11663080161709","6.00167370677786",0.751907850396112,53.3056862274632,0.268500266773658,273.9475,24.118,32.467,28.2925
"YI_0N_31P_B3_078","YI",0,31,"078","B3","ozzie","2026-04-23",9.98016873550196,244.260506945331,406.979066666667,0.107172269068599,25.0008266666667,"60.1784056998022","109.759975939144","2.20028982855495","7.43757579243397",0.600179534898268,93.1226783032262,0.454069673276558,406.0955,83.209,97.088,90.1485
"YI_0N_31P_B4_079","YI",0,31,"079","B4","albert","2026-04-23",4.13848875122475,271.416225654182,414.719033333333,0.0505635637104138,25.0009533333333,"23.4303999473328","45.9369839873983","1.42673064690725",NA,0.654458088100405,81.8472522017354,0.41855899854924,95.8975,15.729,25.196,20.4625
"YI_0N_31P_B1_080","YI",0,31,"080","B1","albert","2026-04-24",13.2206042671655,300.331760181946,402.486935483871,0.241823361304753,24.9973612903226,"61.3879658654447","115.078153193919","2.36577540109762",NA,0.746190083961075,54.6705007979131,0.291221355362321,72.0735,10.132,10.757,10.4445
"YI_0N_62P_B2_081","YI",0,62,"081","B2","ozzie","2026-04-22",5.43749524142904,299.600568890993,414.8469375,0.0853993431078885,25.00423125,"22.2111197818259","48.6744937894301","0.27362571316006",NA,0.722195445617802,63.6713942232509,0.193945874739404,17.371,1.649,2.145,1.897
"YI_0N_62P_B3_082","YI",0,62,"082","B3","ozzie","2026-04-24",0.717360577803755,202.98011753428,419.5884375,0.00556943547386902,24.98645,"6.62695185955436","13.1282638808904","0.523793900545286","0.953848856779845",0.483760035771434,128.803104222952,0.643992222961176,NA,0.622,0.783,0.7025
"YI_0N_62P_B4_083","YI",0,62,"083","B4","albert","2026-04-24",3.65936962197885,252.380109897062,416.038466666667,0.0386636727649844,24.9865833333333,"25.062140623812","46.2740741080977","1.80319424727702",NA,0.606626862941668,94.6461978462881,0.519793915673028,115.013,2.484,2.898,2.691
"YI_0N_62P_B1_084","YI",0,62,"084","B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YI_0N_62P_B2_085","YI",0,62,"085","B2","stan","2026-04-22",2.08991085315458,342.659474881423,417.000290322581,0.0535667981908944,24.9666193548387,"9.25158002117393","21.9035825775559","0.64632569044145",NA,0.821724787328925,39.0150414760058,0.25802303215408,NA,3.85,5.284,4.567
"YI_0N_93P_B3_086","YI",0,93,"086","B3","gibson","2026-04-24",1.62925656677811,318.31770911698,418.3125,0.0299731837069969,25.08963125,NA,NA,NA,NA,0.76095672282559,54.3571407930809,NA,12.28,2.17,2.41,2.29
"YI_0N_93P_B4_087","YI",0,93,"087","B4","ozzie","2026-04-24",0.40669548946888,356.00465732648,419.5004,0.0129804038496944,25.0139466666667,"3.63080288279395","8.49956976602318","0.454895833399036",NA,0.848639613517602,31.3314974000948,0.630958023266283,NA,5.263,1.289,3.276
"YI_0N_93P_B1_088","YI",0,93,"088","B1","stan","2026-04-23",6.25384125904625,244.010539794449,412.564129032258,0.0636295488106839,25.0007612903226,"28.7420394922837","61.8925456915925","-0.0823511163799457",NA,0.591448753353372,98.2851737272759,0.283745362193121,89.6955,21.85,23.227,22.5385
"YI_0N_93P_B2_089","YI",0,93,"089","B2","ozzie","2026-04-24",0.817939687122492,355.592227610805,418.7240625,0.0264569233275191,24.949375,"3.99099474564311","9.05283576659162","0.314587145161146",NA,0.849228070361503,30.9159034479158,0.32758952264104,NA,2.153,3.535,2.844
"YI_0N_93P_B3_090","YI",0,93,"090","B3","ozzie","2026-04-24",3.01973105946004,255.996317333361,416.0266875,0.0326639923113952,24.9907,"14.0791653912723","27.1412885204772","0.179623918701075",NA,0.615336287370653,92.4483152785513,0.294419414423873,70.093,12.447,13.195,12.821
"YI_210N_0P_B4_091","YI",210,0,"091","B4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YI_210N_0P_B1_092","YI",210,0,"092","B1","albert","2026-04-22",20.23408905,324.9212971,391.1885161,0.633298037,25.00873226,"73.2375397512525","125.67234892497","-0.540835583474824","8.31005912376597",0.830600295579587,31.9503422841022,0.0900609772004858,489.3725,36.994,40.581,38.7875
"YI_210N_0P_B2_093","YI",210,0,"093","B2","ozzie","2026-04-22",14.8660886437779,311.156967687875,399.410875,0.324574206185407,25.002475,"57.1005504580169","92.156288830793","0.20650934935636","6.24140317926738",0.779039798773318,45.8018177676322,0.142877697271414,127.2675,9.115,12.73,10.9225
"YI_210N_0P_B3_094","YI",210,0,"094","B3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YI_210N_0P_B4_095","YI",210,0,"095","B4","stan","2026-04-22",15.441577884445,331.138097125624,397.948935483871,0.468158176872449,24.9331064516129,"53.5990092334449","93.8643501256423","-0.427089944676491","6.87123891851778",0.832112031467025,32.9836765590706,0.0557810489622925,352.1725,23.667,33.208,28.4375
"YI_210N_7.5P_B1_096","YI",210,7.5,"096","B1","ozzie","2026-04-22",16.293751940663,283.51689299599,398.0384375,0.262842396007459,25.0168875,"66.6827613742087","108.624662407763","-0.107854388798755","7.313626508189",0.71228521239482,61.9905775786666,0.194808172207836,609.8715,31.121,41.34,36.2305
