"id","Vcmax","Jmax","Rd","TPU"
"001","40.9436266267679","69.0265590152924","0.431560712659512","4.17352394019821"
"002","41.5808988866","74.4963424774492","1.71907842857403","4.73094176502323"
"003","30.2452253845887","55.2000139939767","1.47392509277109","4.09802265511296"
"004","23.6363944158213","49.6895204410344","-0.399686491746868",NA
"005","31.7775534626902","78.3523145565809","3.39233095158194",NA
"006","11.1633489974957","22.170894755998","1.00415375194081",NA
"007","12.1064782218354","22.0868603309595","1.7894300944055",NA
"008","34.6334525443553","66.415343796758","0.291879561391757","4.73477929478523"
"009","7.82376175224537","20.7130568173315","1.43038966772013",NA
"010","35.9894067197536","77.2598399489558","3.12482324929059",NA
"011","43.8919358367682","80.3878355959733","2.70346305544709","5.62584895677702"
"012","28.4943730186624","60.3720853281517","0.17787257126696","4.2369979515904"
"013","34.6430079625159","65.3748034000442","1.82359403727485",NA
"014","73.738637248511","132.743032113643","6.53104954259483","8.41962181924584"
"015","44.3331470721784","76.905185053874","0.925430336803705","4.95501288617207"
"016","23.0852008913541","51.3147105684492","0.506226784572704",NA
"017","20.2505060304901","39.3144739543602","2.01536436150857",NA
"018","62.4118805051023","115.712668534344","1.3292573717424","7.84410777268523"
"019","10.3267712454102","24.2525607289142","-2.3902220675026",NA
"020","21.5518756351501","55.1711702543847","2.60705616554144",NA
"021","24.1396310658479","41.5831281686315","2.89465616895054",NA
"022","3.45236887558073","9.12641046568476","0.170897434578225",NA
"023",NA,NA,NA,NA
"024","8.96698790558349","24.8792947404795","-0.700579077611032","1.77277672281437"
"025","8.14406033479694","22.4577411033806","-0.468412550989469","1.67439884419943"
"026","5.04912030029761","13.2537276073035","-5.36711291589702",NA
"027","2.38481421604155","7.25731468633752","-4.7973974618544",NA
"028","20.3210662500349","38.7759091751852","1.82021695851172",NA
"029","35.3075338471294","64.6919181001415","2.23733650793783",NA
"030","10.4114856152986","29.575270422781","2.1959676441849",NA
